category,id,short,long,user,logo,link,publink,description,resource_type,scientific_purpose,taxonomic_coverage,realm_and_geographic_coverage,spatial_representation_and_resolution,temporal_extent_and_resolution,data_types_and_scales,data_origin_and_lineage,access,license,version_updates,strengths,limitations,recommended_use,prominence,publication,audit
Marine and freshwater environmental data,,WOA,World Ocean Atlas,core,woa.png,https://www.ncei.noaa.gov/products/world-ocean-atlas,,Objectively analysed global ocean climatologies from quality-controlled profile observations.,"derived environmental product, reconstruction, or model output","Ocean carbon sink, acidification context and biogeochemistry.",Environmental observations.,"marine; spatial extent: global; geography: Global, route-biased.","Global ocean and coastal seas.; Ship tracks, fixed stations and surface observations.",Late twentieth century to present.; Individual measurements plus monthly/gridded products.,"Surface fCO2/pCO2, temperature, salinity and metadata.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.",Compiled from the origins described in the resource documentation and lineage note. Aggregates cruise and mooring data for carbon-cycle products and model evaluation.,Portal and downloadable releases.; formats: CSV; NetCDF.; interface: See the official resource documentation for current programmatic interfaces.,Open with mandatory citation and data-provider acknowledgement.; registration: Not reported in the baseline catalogue.,Actively updated annually.,Large quality-controlled carbon record and traceable flags.,Sampling bias and complex quality-control categories. Not reported.,"Ocean carbon sink, acidification context and biogeochemistry.","Foundational ocean-carbon database.; evidence: high for official fields, otherwise as stated in the verification note",Bakker et al. SOCAT.,retained and standardised; verified 2026-07-14.
"Disturbance, fire, land use, and anthropogenic pressure",,GFA,Global Fire Atlas,core,,,,"Event-level atlas tracking individual fire spread, duration, speed and size.","derived environmental product, reconstruction, or model output","Ocean-model initialisation, environmental covariates and validation.",No intrinsic taxonomic coverage: physical or biogeochemical ocean variables.,marine; spatial extent: global; geography: Global.,Global oceans.; Commonly 1° and 0.25° grids with depth levels.,"Climatological periods and decadal subsets.; Monthly, seasonal and annual climatologies.","Temperature, salinity, oxygen, nutrients and density.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.",Compiled from the origins described in the resource documentation and lineage note. Derived from World Ocean Database profiles and upstream of ecological products.,NOAA NCEI downloads and services.; formats: NetCDF; ASCII.; interface: See the official resource documentation for current programmatic interfaces.,Public US government data with citation.; registration: Not reported in the baseline catalogue.,Actively updated by releases.,Quality-controlled global vertical climatologies.,Smoothing and sparse deep-ocean or regional observations. Not reported.,"Ocean-model initialisation, environmental covariates and validation.","Foundational ocean climatology.; evidence: high for official fields, otherwise as stated in the verification note",World Ocean Atlas variable documentation.,retained and standardised; verified 2026-07-14.
"Disturbance, fire, land use, and anthropogenic pressure",,GFED,Global Fire Emissions Database,core,,https://www.globalfiredata.org/,,"Global burned-area, fire-emission and carbon products integrating satellites and biogeochemical modelling.","derived environmental product, reconstruction, or model output","Fire-regime ecology, event statistics and extreme fires.",Environmental disturbance data.,terrestrial; spatial extent: global; geography: Global.,Global land.; Events derived from 500 m burned-area pixels.,2003 onward for standard release.; Daily progression and event level.,"Ignition, duration, spread, size and season.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.",Compiled from the origins described in the resource documentation and lineage note. Derived from MODIS MCD64A1.,ORNL DAAC and project site.; formats: NetCDF; shapefile; raster derivatives.; interface: See the official resource documentation for current programmatic interfaces.,Open with citation.; registration: Not reported in the baseline catalogue.,Static or periodically updated releases.,Converts pixels into ecologically meaningful fire events.,Dependent on MODIS detection and event-linking assumptions. Not reported.,"Fire-regime ecology, event statistics and extreme fires.","Major derived fire dataset.; evidence: high for official fields, otherwise as stated in the verification note",Andela et al. Global Fire Atlas.,retained and standardised; verified 2026-07-14.
"Disturbance, fire, land use, and anthropogenic pressure",,GFW,Global Fishing Watch,core,,https://globalfishingwatch.org/datasets-and-code/,,Global vessel-activity and fishing-effort data from satellite tracking and machine-learning classification.,"derived environmental product, reconstruction, or model output","Fire disturbance, emissions, vegetation impacts and climate-biodiversity studies.",Environmental disturbance data.,terrestrial; spatial extent: global; geography: Global.,Global land.; Commonly 0.25° monthly products with higher-resolution burned-area inputs.,"1997 to present, version-dependent.; Daily to monthly.","Burned area, emissions, fuel consumption and fire type.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.",Compiled from the origins described in the resource documentation and lineage note. Combines MODIS burned area and vegetation/carbon modelling.,Project downloads and portals.; formats: NetCDF; HDF; binary grids.; interface: See the official resource documentation for current programmatic interfaces.,Open research use with citation.; registration: Not reported in the baseline catalogue.,Actively updated by versions.,Long global emissions record and fire-type attribution.,Coarse ecological detail and model-dependent fuel consumption. Not reported.,"Fire disturbance, emissions, vegetation impacts and climate-biodiversity studies.","Foundational global fire dataset.; evidence: high for official fields, otherwise as stated in the verification note",van der Werf et al. GFED.,retained and standardised; verified 2026-07-14.
"Disturbance, fire, land use, and anthropogenic pressure",,HFP,Global Human Footprint,core,,https://datadryad.org/dataset/doi:10.5061/dryad.ttdz08m1f,,"Composite index of cumulative terrestrial human pressure from settlement, population, infrastructure, agriculture and access.","derived environmental product, reconstruction, or model output","Fishing pressure, marine conservation and protected-area compliance.",Human activity.,"marine; spatial extent: global; geography: Global, strongest for AIS vessels.","Global oceans.; Vessel tracks and gridded effort, commonly fine spatial bins.","2012 to near present, product-dependent.; Hourly/daily and aggregated effort.","Fishing effort, vessel identity, encounters, port visits and infrastructure.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.","Compiled from the origins described in the resource documentation and lineage note. Combines AIS, vessel registries and classifiers; often joined to marine biodiversity and protected areas.","Portal, API, cloud datasets and research downloads.; formats: CSV; JSON; raster; vector.; interface: See the official resource documentation for current programmatic interfaces.",Open products under specific GFW terms; some identity details restricted.; registration: Not reported in the baseline catalogue.,Actively maintained.,Dynamic near-global fishing-pressure data.,Misses non-AIS and illegal activity; classification and licence vary. Not reported.,"Fishing pressure, marine conservation and protected-area compliance.","Foundational marine human-pressure dataset.; evidence: high for official fields, otherwise as stated in the verification note",Kroodsma et al. Global fishing footprint.,retained and standardised; verified 2026-07-14.
"Disturbance, fire, land use, and anthropogenic pressure",,gHM,Global Human Modification,core,,https://gee-community-catalog.org/projects/ghm-v3/,,Continuous global index estimating terrestrial landscape modification intensity.,"derived environmental product, reconstruction, or model output","Threat exposure, wilderness mapping and conservation prioritisation.",No intrinsic taxonomic coverage: anthropogenic-pressure variables.,terrestrial; spatial extent: global; geography: Global land.,Global terrestrial excluding Antarctica.; Classic products at 1 km; newer products can be finer.,Static snapshots and annual products depending on version.; Snapshot or annual.,Composite pressure index and component layers.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.,"Compiled from the origins described in the resource documentation and lineage note. Combines land cover, roads, population, lights, waterways and other stressors.","Publication repositories, Earth Engine and Dryad.; formats: GeoTIFF.; interface: See the official resource documentation for current programmatic interfaces.",Open research use with citation.; registration: Not reported in the baseline catalogue.,Multiple versions and updates.,Widely interpretable composite with historical comparisons.,"Weighting choices, correlated inputs and omitted pressures; versions differ. Not reported.","Threat exposure, wilderness mapping and conservation prioritisation.","Foundational human-pressure metric.; evidence: high for official fields, otherwise as stated in the verification note",Venter et al. Global terrestrial Human Footprint.,retained and standardised; verified 2026-07-14.
"Disturbance, fire, land use, and anthropogenic pressure",,GRIP,Global Roads Inventory Project,core,,https://www.globio.info/download-grip-dataset,,Harmonised global road-network dataset from national and global sources.,"derived environmental product, reconstruction, or model output","Cumulative-pressure modelling, intactness and conservation planning.",No intrinsic taxonomic coverage: anthropogenic-pressure variables.,terrestrial; spatial extent: global; geography: Global land.,Global terrestrial excluding Antarctica.; 1 km classic product; newer products vary.,"1990 to 2022 in version 3; earlier releases represent circa 2016.; Annual or multi-year, version-dependent.",Human modification index and stressor groups.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.,"Compiled from the origins described in the resource documentation and lineage note. Combines land use, infrastructure, population and accessibility; conceptually overlaps HFP.",Earth Engine and repositories.; formats: GeoTIFF.; interface: See the official resource documentation for current programmatic interfaces.,Open with citation.; registration: Not reported in the baseline catalogue.,Actively evolving.,Continuous metric and temporally consistent recent versions.,"Composite assumptions, version changes and terrestrial-only coverage. Not reported.","Cumulative-pressure modelling, intactness and conservation planning.","Major human-pressure product.; evidence: high for official fields, otherwise as stated in the verification note",Kennedy et al. and Global Human Modification version 3.,retained and standardised; verified 2026-07-14.
"Disturbance, fire, land use, and anthropogenic pressure",,MCD64A1,MODIS Burned Area,core,,https://lpdaac.usgs.gov/products/mcd64a1v061/,,Monthly global burned-area product based on MODIS reflectance and active fires.,"derived environmental product, reconstruction, or model output","Accessibility, fragmentation, human pressure and conservation planning.",Infrastructure data.,terrestrial; spatial extent: global; geography: Global.,Global land.; Vector road segments.,Contemporary snapshot around source years.; Static.,Road geometry and road classes.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.,"Compiled from the origins described in the resource documentation and lineage note. Input to human-footprint, accessibility and GLOBIO analyses.",GLOBIO/PBL download.; formats: Shapefile.; interface: See the official resource documentation for current programmatic interfaces.,Research use with citation.; registration: Not reported in the baseline catalogue.,Static widely used release.,More complete harmonisation than many older global road layers.,Source dates/classes vary and informal roads remain incomplete. Not reported.,"Accessibility, fragmentation, human pressure and conservation planning.","Major infrastructure-pressure dataset.; evidence: high for official fields, otherwise as stated in the verification note",Meijer et al. Global road infrastructure.,retained and standardised; verified 2026-07-14.
"Disturbance, fire, land use, and anthropogenic pressure",,WorldPop,WorldPop,core,,https://www.worldpop.org/,,High-resolution gridded population estimates and demographic products.,"derived environmental product, reconstruction, or model output","Fire history, disturbance frequency and habitat exposure.",Environmental disturbance data.,terrestrial; spatial extent: global; geography: Global.,Global land.; 500 m.,2000 to present.; Monthly with estimated burn date.,"Burn date, uncertainty and quality.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.",Compiled from the origins described in the resource documentation and lineage note. Primary input to GFED and fire-event products.,NASA LP DAAC and cloud platforms.; formats: HDF; GeoTIFF derivatives.; interface: See the official resource documentation for current programmatic interfaces.,Public NASA data with citation.; registration: Not reported in the baseline catalogue.,Actively updated.,Consistent global burn-date mapping.,Small/low-intensity fires are underdetected; clouds and vegetation affect performance. Not reported.,"Fire history, disturbance frequency and habitat exposure.","Core satellite disturbance product.; evidence: high for official fields, otherwise as stated in the verification note",MCD64A1 product documentation.,retained and standardised; verified 2026-07-14.
"Conservation status, threats, and protected areas",,AZE,Alliance for Zero Extinction Sites,core,,https://zeroextinction.org/,,Sites containing the last or overwhelmingly important populations of highly threatened species.,"derived environmental product, reconstruction, or model output","Human pressure, disease ecology, accessibility and conservation exposure.",Humans; used chiefly as an anthropogenic-pressure covariate.,terrestrial; spatial extent: global; geography: Global.,Global land.; Commonly 100 m or 1 km.,"Annual or census-year products, often 2000 onward.; Annual or census year.","Population counts, density and demographic structures depending on product.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.",Compiled from the origins described in the resource documentation and lineage note. Disaggregates censuses using remote sensing and covariates; used in pressure indices.,"WorldPop portal, API and cloud platforms.; formats: GeoTIFF; CSV.; interface: See the official resource documentation for current programmatic interfaces.",Many products CC BY 4.0; terms vary.; registration: Not reported in the baseline catalogue.,Actively maintained.,Fine global population surfaces and versioned products.,Modelled allocation and census-quality dependence; methods change among releases. Not reported.,"Human pressure, disease ecology, accessibility and conservation exposure.","Foundational human population dataset.; evidence: high for official fields, otherwise as stated in the verification note",WorldPop methods and product documentation.,retained and standardised; verified 2026-07-14.
"Conservation status, threats, and protected areas",,GISD,Global Invasive Species Database,core,issg.png,http://www.iucngisd.org/gisd/,,"Species profiles on invasive organisms, impacts, pathways, distributions and management.",primary database or curated data infrastructure,Preventing imminent extinction and conservation-priority screening.,Critically Endangered or Endangered restricted species.,"mixed or not inherently biological; spatial extent: global; geography: Global, assessment-dependent.",Global.; Site polygons or points.,Current assessments and updates.; Site release.,"Sites, trigger species and threat status.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.",Compiled from the origins described in the resource documentation and lineage note. Many AZE sites are KBAs and use IUCN assessments.,AZE/KBA portals and spatial data under terms.; formats: GIS and tables.; interface: See the official resource documentation for current programmatic interfaces.,Restricted conservation-data terms.; registration: Not reported in the baseline catalogue.,Maintained through KBA partnership.,Clear focus on irreplaceable sites for highly threatened species.,"Taxonomic gaps, sensitive data and restrictions. Not reported.",Preventing imminent extinction and conservation-priority screening.,"Influential specialised conservation data.; evidence: high for official fields, otherwise as stated in the verification note",Alliance for Zero Extinction methodology.,retained and standardised; verified 2026-07-14.
"Conservation status, threats, and protected areas",,GRIIS,Global Register of Introduced and Invasive Species,core,,https://www.gbif.org/publisher/cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,,Country-level validated checklists of introduced and invasive alien species.,primary database or curated data infrastructure,"Invasion risk, impact review and management.",Invasive taxa across kingdoms.,mixed or not inherently biological; spatial extent: global; geography: Global.,Global.; Species profiles and regional distributions.,Historical invasions to present.; Profile update.,"Taxonomy, impacts, pathways, ecology, distribution and management.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.",Compiled from the origins described in the resource documentation and lineage note. Complements GRIIS and CABI resources.,Web portal.; formats: HTML and summaries.; interface: See the official resource documentation for current programmatic interfaces.,Free use with citation; profile-content rights apply.; registration: Not reported in the baseline catalogue.,Maintained with variable update frequency.,Rich impact and management narratives.,Selective profiles and not a complete occurrence database. Not reported.,"Invasion risk, impact review and management.","Widely used specialist reference.; evidence: high for official fields, otherwise as stated in the verification note",IUCN SSC Invasive Species Specialist Group GISD.,retained and standardised; verified 2026-07-14.
"Conservation status, threats, and protected areas",,RLE,IUCN Red List of Ecosystems,core,,https://iucnrle.org/,,Risk-assessment framework and database for ecosystem collapse.,primary database or curated data infrastructure,"Invasion biology, national reporting and pathway or impact analysis.",All taxonomic groups with national records.,"mixed or not inherently biological; spatial extent: global; geography: Global, uneven national completeness.",Global by country and territory.; Species-by-country status.,Historical introductions to present.; Checklist release.,"Taxonomy, country presence, alien status and evidence.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.",Compiled from the origins described in the resource documentation and lineage note. Country datasets are published through GBIF and complement GISD.,GBIF-hosted datasets and project downloads.; formats: Darwin Core Archive; CSV.; interface: See the official resource documentation for current programmatic interfaces.,CC BY or dataset-specific open licences.; registration: Not reported in the baseline catalogue.,Actively updated through national checklists.,Validated national coverage and interoperable format.,"Country-level resolution, inconsistent update cycles and evidence gaps. Not reported.","Invasion biology, national reporting and pathway or impact analysis.","Core global alien-species infrastructure.; evidence: high for official fields, otherwise as stated in the verification note",Pagad et al. GRIIS.,retained and standardised; verified 2026-07-14.
"Conservation status, threats, and protected areas",,IUCN Red List,IUCN Red List of Threatened Species,core,,https://www.iucnredlist.org/,,"Global extinction-risk assessment infrastructure with taxonomy, ranges, habitats, threats and actions.",primary database or curated data infrastructure,"Ecosystem conservation, restoration and reporting.",Ecosystem types.,mixed or not inherently biological; spatial extent: global; geography: Global but incomplete.,"Global framework with national, regional and global assessments.; Mapped units and assessment records.",Historical change and future windows vary.; Assessment version.,"Ecosystem distribution, decline, degradation and risk category.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.",Compiled from the origins described in the resource documentation and lineage note. Uses Global Ecosystem Typology and national maps.,"IUCN portal, reports and assessment-specific spatial data.; formats: PDF; tables; GIS.; interface: See the official resource documentation for current programmatic interfaces.",Assessment-specific terms and citation.; registration: Not reported in the baseline catalogue.,Actively developing.,Explicit collapse criteria and cross-system comparability.,Spatial coverage and access far less complete than species Red List. Not reported.,"Ecosystem conservation, restoration and reporting.","Emerging ecosystem-risk infrastructure.; evidence: high for official fields, otherwise as stated in the verification note",Keith et al. Red List of Ecosystems.,retained and standardised; verified 2026-07-14.
"Conservation status, threats, and protected areas",,Natura 2000,Natura 2000,core,natura2000.png,https://www.eea.europa.eu/data-and-maps/data/natura-14,,Official spatial database of sites protected under the EU Birds and Habitats Directives.,primary database or curated data infrastructure,"Extinction risk, conservation prioritisation, threat analysis and policy reporting.",Broad but incomplete taxonomic coverage.,mixed or not inherently biological; spatial extent: global; geography: Global.,Global.; Species assessments and spatial ranges where available.,Current assessments with historical versions.; Assessment version.,"Risk category, criteria, trend, threats, habitats, actions and ranges.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.","Compiled from the origins described in the resource documentation and lineage note. Uses experts, occurrences, literature and range data; feeds MOL, KBA and indicators.","Web portal, partner APIs and spatial/tabular downloads.; formats: CSV; shapefile; geodatabase.; interface: See the official resource documentation for current programmatic interfaces.","Restricted terms, especially for spatial and commercial reuse.; registration: Not reported in the baseline catalogue.",Actively maintained.,International standard with transparent criteria and rich threat data.,"Taxonomic gaps, reassessment lags, coarse ranges and restrictive licence. Not reported.","Extinction risk, conservation prioritisation, threat analysis and policy reporting.","Foundational conservation database.; evidence: high for official fields, otherwise as stated in the verification note",IUCN Red List Categories and Criteria.,retained and standardised; verified 2026-07-14.
"Conservation status, threats, and protected areas",,WDPA,Protected Planet / World Database on Protected Areas,core,,https://www.protectedplanet.net/en/thematic-areas/wdpa,,Official global database of protected areas reported by governments and other authorities.,primary database or curated data infrastructure,"European conservation planning, habitat/species protection and assessment.",EU protected habitats and species.,"marine, terrestrial; spatial extent: continental or regional; geography: European Union.",European terrestrial and marine.; Site polygons and standard data forms.,Current network with designation histories.; Periodic release.,"Boundaries, protected features, habitat types, species and management metadata.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.",Compiled from the origins described in the resource documentation and lineage note. National submissions; overlaps WDPA but has richer EU habitat/species attributes.,EEA downloads and services.; formats: Geodatabase; shapefile; tables.; interface: See the official resource documentation for current programmatic interfaces.,EU open-data terms; sensitive data may be generalised.; registration: Not reported in the baseline catalogue.,Actively updated.,Detailed legal and ecological continental network.,Regional scope and national inconsistencies. Not reported.,"European conservation planning, habitat/species protection and assessment.","Core regional conservation dataset.; evidence: high for official fields, otherwise as stated in the verification note",European Commission and EEA documentation.,retained and standardised; verified 2026-07-14.
"Conservation status, threats, and protected areas",,Species+,Species+,core,,https://speciesplus.net/,,"Authoritative portal combining CITES, CMS and related legal listings and controls.",primary database or curated data infrastructure,"Protected-area coverage, gaps, pressure exposure and policy reporting.",No intrinsic taxonomic coverage: protected-area and governance units.,"marine, freshwater, terrestrial; spatial extent: global; geography: Global.","Global terrestrial, freshwater and marine.; Points and polygons.",Current records with designation years.; Monthly database release.,"Boundaries, designation, governance, status and area.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.","Compiled from the origins described in the resource documentation and lineage note. Official national submissions; used by ecoregion, KBA and global reporting products.",Protected Planet portal and monthly downloads.; formats: Shapefile; geodatabase; CSV.; interface: See the official resource documentation for current programmatic interfaces.,Specific terms restrict some redistribution and commercial use.; registration: Not reported in the baseline catalogue.,Actively updated monthly.,Most comprehensive global protected-area boundary data.,Boundary precision and status vary; point-only records can distort analysis. Not reported.,"Protected-area coverage, gaps, pressure exposure and policy reporting.","Foundational conservation-area infrastructure.; evidence: high for official fields, otherwise as stated in the verification note",UNEP-WCMC and IUCN Protected Planet documentation.,retained and standardised; verified 2026-07-14.
"Conservation status, threats, and protected areas",,WDKBA,World Database of Key Biodiversity Areas,core,,https://www.keybiodiversityareas.org/,,Global inventory of sites contributing significantly to biodiversity persistence under the KBA Standard.,primary database or curated data infrastructure,"Wildlife-trade regulation, legal-status screening and policy.",Species listed under participating conventions.,mixed or not inherently biological; spatial extent: global; geography: Global.,Global.; Taxon-level legal listing and broad distributions.,Current and historical listings.; Convention amendment/listing level.,"Appendices, quotas, suspensions, legal instruments and taxonomy.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.",Compiled from the origins described in the resource documentation and lineage note. Integrates CITES and CMS data and taxonomic crosswalks.,Web portal and selected bulk/API services.; formats: CSV and web services.; interface: See the official resource documentation for current programmatic interfaces.,Use subject to UNEP-WCMC and convention terms.; registration: Not reported in the baseline catalogue.,Actively maintained.,Single legal-status reference across conventions.,Only listed taxa; bulk reuse may be restricted. Not reported.,"Wildlife-trade regulation, legal-status screening and policy.","Core wildlife-policy database.; evidence: high for official fields, otherwise as stated in the verification note",Species+ documentation.,retained and standardised; verified 2026-07-14.
"Conservation status, threats, and protected areas",,WD-OECM,World Database on OECMs,core,,https://www.protectedplanet.net/en/thematic-areas/oecms,,Global database of recognised other effective area-based conservation measures outside formal protected areas.,primary database or curated data infrastructure,"Conservation prioritisation, safeguards and protected-area gaps.",Trigger species and ecosystems across realms.,"mixed or not inherently biological; spatial extent: global; geography: Global, incomplete where assessment capacity is low.",Global.; Site polygons and trigger-feature records.,Current site assessments with historical designations.; Site assessment/update cycle.,"Boundaries, criteria, trigger features and documentation.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.","Compiled from the origins described in the resource documentation and lineage note. Builds on BirdLife IBAs, AZE and new assessments; uses IUCN knowledge.",KBA portal; spatial downloads require registration and terms.; formats: Shapefile; geodatabase; tables.; interface: See the official resource documentation for current programmatic interfaces.,Restricted licence and no unauthorised redistribution.; registration: Not reported in the baseline catalogue.,Actively maintained.,Globally standardised site criteria and explicit biodiversity triggers.,Coverage/boundary quality vary and licence is restrictive. Not reported.,"Conservation prioritisation, safeguards and protected-area gaps.","Foundational site-priority database.; evidence: high for official fields, otherwise as stated in the verification note",KBA Partnership Global Standard.,retained and standardised; verified 2026-07-14.
Earth-system and biodiversity model outputs,,BES-SIM,Biodiversity and Ecosystem Services Scenario-based Intercomparison of Models,core,,https://bes-sim.net/,,Model intercomparison projecting biodiversity and ecosystem services under shared land-use and climate scenarios.,primary database or curated data infrastructure,Area-based conservation accounting and effectiveness analysis.,No intrinsic taxonomic coverage: conservation-area and governance units.,"marine, freshwater, terrestrial; spatial extent: global; geography: Global but incomplete.","Global terrestrial, freshwater and marine.; Points and polygons.",Current records.; Monthly with Protected Planet.,"OECM boundaries, governance, designation and reporting metadata.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.",Compiled from the origins described in the resource documentation and lineage note. Managed alongside WDPA for Global Biodiversity Framework reporting.,Protected Planet downloads.; formats: Shapefile; geodatabase; CSV.; interface: See the official resource documentation for current programmatic interfaces.,Protected Planet data-use terms.; registration: Not reported in the baseline catalogue.,Actively expanding.,Captures conservation areas outside formal designation.,"Early-stage, nationally inconsistent and incomplete. Not reported.",Area-based conservation accounting and effectiveness analysis.,"Emerging core conservation data.; evidence: high for official fields, otherwise as stated in the verification note",UNEP-WCMC OECM documentation.,retained and standardised; verified 2026-07-14.
Earth-system and biodiversity model outputs,,CMIP6,Coupled Model Intercomparison Project Phase 6,core,,https://pcmdi.llnl.gov/CMIP6/,,Coordinated archive of global climate and Earth-system model simulations under common experiments and scenarios.,"derived environmental product, reconstruction, or model output","IPBES-style scenarios, model uncertainty and policy assessment.","Species, communities, ecosystems and services represented by models.",terrestrial; spatial extent: global; geography: Global.,Global.; Model-specific global grids.,Historical baseline and future periods.; Typically decadal or scenario snapshots.,"Richness, abundance, intactness, functions and services.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.",Compiled from the origins described in the resource documentation and lineage note. Uses LUH2 and climate scenarios and compares models including GLOBIO-like approaches.,Project and publication repositories.; formats: NetCDF; raster; tables.; interface: See the official resource documentation for current programmatic interfaces.,Publication-specific release terms; not all output centrally accessible.; registration: Not reported in the baseline catalogue.,Project-based releases.,Explicit biodiversity model comparison.,Not one unified database; access and definitions vary among rounds. Not reported.,"IPBES-style scenarios, model uncertainty and policy assessment.","Major model-intercomparison initiative.; evidence: high for official fields, otherwise as stated in the verification note",Kim et al. BES-SIM protocol.,retained and standardised; verified 2026-07-14.
Earth-system and biodiversity model outputs,,eBird S&T,eBird Status and Trends,core,,https://science.ebird.org/status-and-trends,,"Machine-learning products transforming eBird checklists into weekly abundance, distributions and trends.","derived environmental product, reconstruction, or model output","Climate projections, exposure, palaeoclimate comparison and environmental forcing.",Earth-system model output.,mixed or not inherently biological; spatial extent: global; geography: Global.,"Global.; Model-specific, commonly 0.5–2.5° grids.","Preindustrial, historical, SSP futures and specialised experiments.; Daily to monthly, with some subdaily.","Atmosphere, ocean, land, sea ice, biogeochemistry and carbon-cycle variables.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.","Compiled from the origins described in the resource documentation and lineage note. Upstream of WorldClim/CHELSA future layers, Bio-ORACLE and impact models.",Earth System Grid Federation and cloud mirrors.; formats: NetCDF.; interface: See the official resource documentation for current programmatic interfaces.,Terms vary by centre; citation and tracking IDs required.; registration: Not reported in the baseline catalogue.,Archive maintained; transition toward CMIP7.,Multi-model structural uncertainty and common experiments.,"Huge volume, complex bias correction and model interdependence. Not reported.","Climate projections, exposure, palaeoclimate comparison and environmental forcing.","Foundational Earth-system model archive.; evidence: high for official fields, otherwise as stated in the verification note",Eyring et al. CMIP6 overview.,retained and standardised; verified 2026-07-14.
Earth-system and biodiversity model outputs,,GLOBIO,GLOBIO,core,globio.png,https://www.globio.info/,,Global biodiversity model estimating mean species abundance and ecosystem impacts from human pressures.,"derived environmental product, reconstruction, or model output","Full-annual-cycle bird conservation, range dynamics and trend mapping.","Birds, thousands of species.",mixed or not inherently biological; spatial extent: global; geography: Global and regional.,"Global for many species, strongest in data-rich regions.; Fine gridded products; trend grids can be coarser.","Recent years, generally since early 2000s.; Weekly abundance and annual trends.","Modelled occurrence, relative abundance, range boundaries and trends.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.","Compiled from the origins described in the resource documentation and lineage note. Derived from eBird checklists, effort and remote-sensing/environmental covariates.","Web visualisations, cloud downloads and R tools.; formats: GeoTIFF; tables; model artefacts.; interface: See the official resource documentation for current programmatic interfaces.",Research terms and citation; some downloads require authentication.; registration: Not reported in the baseline catalogue.,Actively updated.,Detection-aware dynamic full-annual-cycle products.,"Complex models, changing versions and data-density thresholds; not raw observations. Not reported.","Full-annual-cycle bird conservation, range dynamics and trend mapping.","Flagship biodiversity model product.; evidence: high for official fields, otherwise as stated in the verification note",Fink et al. eBird Status and Trends methods.,retained and standardised; verified 2026-07-14.
Earth-system and biodiversity model outputs,,ISIMIP,Inter-Sectoral Impact Model Intercomparison Project,core,,https://data.isimip.org/,,Framework and repository for harmonised climate-impact simulations across biodiversity and other sectors.,"derived environmental product, reconstruction, or model output","Policy scenarios, land-use impacts and global biodiversity outlooks.",Terrestrial and freshwater communities represented through pressure-response functions.,"freshwater, terrestrial; spatial extent: global; geography: Global.",Global.; Typically 1 km to 0.5° depending on application.,Historical baselines and future scenarios.; Scenario snapshots or annual drivers.,Mean Species Abundance and pressure layers.; **records/taxa:** Not consistently reported in the baseline source; verify the current release before quoting a count.,"Compiled from the origins described in the resource documentation and lineage note. Uses pressure-response relationships, roads, LUH2, climate and conservation data.",Project portal and selected products.; formats: Raster; NetCDF; tables.; interface: See the official resource documentation for current programmatic interfaces.,Access varies; some products public and others collaboration-based.; registration: Not reported in the baseline catalogue.,Actively developed.,Policy-ready global pressure model and interpretable intactness metric.,"Simplified response functions, uneven taxa and inconsistent raw-output access. Not reported.","Policy scenarios, land-use impacts and global biodiversity outlooks.","Major global biodiversity model.; evidence: high for official fields, otherwise as stated in the verification note",Alkemade et al. GLOBIO3 and later versions.,retained and standardised; verified 2026-07-14.
